nb,memory,memoryPeak
727900,2.133,2.758,
728000,2.159,2.758,
728100,2.150,2.758,
728200,2.217,2.758,
728300,2.146,2.758,
728400,2.149,2.758,
728500,2.152,2.758,
728600,2.186,2.758,
728700,2.214,2.758,
728800,2.152,2.758,
728900,2.156,2.758,
729000,2.179,2.758,
729100,2.179,2.758,
729200,2.258,2.758,
729300,2.167,2.758,
729400,2.167,2.758,
729500,2.171,2.758,
729600,2.166,2.758,
729700,2.181,2.758,
729800,2.180,2.758,
729900,2.174,2.758,
730000,2.177,2.758,
730100,2.177,2.758,
730200,2.280,2.758,
730300,2.211,2.758,
730400,2.215,2.758,
730500,2.218,2.758,
730600,2.248,2.758,
730700,2.218,2.758,
730800,2.218,2.758,
730900,2.221,2.758,
731000,2.251,2.758,
731100,2.264,2.758,
731200,2.330,2.758,
731300,2.238,2.758,
731400,2.242,2.758,
731500,2.245,2.758,
731600,2.295,2.758,
731700,2.305,2.758,
731800,2.305,2.758,
731900,2.308,2.758,
732000,2.328,2.758,
732100,2.245,2.758,
732200,2.369,2.758,
732300,2.288,2.758,
732400,2.288,2.758,
732500,2.294,2.758,
732600,2.329,2.758,
732700,2.291,2.758,
732800,2.291,2.758,
732900,2.294,2.758,
733000,2.327,2.758,
733100,2.301,2.758,
733200,1.110,2.758,
733300,1.022,2.758,
733400,1.022,2.758,
733500,1.022,2.758,
733600,1.048,2.758,
733700,1.054,2.758,
733800,1.022,2.758,
733900,1.025,2.758,
734000,1.055,2.758,
734100,1.052,2.758,
734200,1.142,2.758,
734300,1.057,2.758,
734400,1.057,2.758,
734500,1.064,2.758,
734600,1.083,2.758,
734700,1.100,2.758,
734800,1.087,2.758,
734900,1.077,2.758,
735000,1.080,2.758,
735100,1.077,2.758,
735200,1.206,2.758,
735300,1.104,2.758,
735400,1.104,2.758,
735500,1.104,2.758,
735600,1.130,2.758,
735700,1.137,2.758,
735800,1.104,2.758,
735900,1.120,2.758,
736000,1.145,2.758,
736100,1.111,2.758,
736200,1.242,2.758,
736300,1.157,2.758,
736400,1.157,2.758,
736500,1.163,2.758,
736600,1.206,2.758,
736700,1.223,2.758,
736800,1.223,2.758,
736900,1.220,2.758,
737000,1.355,2.758,
737100,1.167,2.758,
737200,1.277,2.758,
737300,1.205,2.758,
737400,1.205,2.758,
737500,1.212,2.758,
737600,1.243,2.758,
737700,1.258,2.758,
737800,1.212,2.758,
737900,1.218,2.758,
738000,1.253,2.758,
738100,1.242,2.758,
738200,1.314,2.758,
738300,1.232,2.758,
738400,1.232,2.758,
738500,1.239,2.758,
738600,1.279,2.758,
738700,1.312,2.758,
738800,1.312,2.758,
738900,1.318,2.758,
739000,1.325,2.758,
739100,1.239,2.758,
739200,1.373,2.758,
739300,1.281,2.758,
739400,1.282,2.758,
739500,1.288,2.758,
739600,1.318,2.758,
739700,1.331,2.758,
739800,1.288,2.758,
739900,1.285,2.758,
740000,1.294,2.758,
740100,1.305,2.758,
740200,1.395,2.758,
740300,1.327,2.758,
740400,1.330,2.758,
740500,1.333,2.758,
740600,1.373,2.758,
740700,1.390,2.758,
740800,1.396,2.758,
740900,1.347,2.758,
741000,1.366,2.758,
741100,1.375,2.758,
741200,1.427,2.758,
741300,1.346,2.758,
741400,1.346,2.758,
741500,1.352,2.758,
741600,1.352,2.758,
741700,1.356,2.758,
741800,1.356,2.758,
741900,1.369,2.758,
742000,1.400,2.758,
742100,1.349,2.758,
742200,1.470,2.758,
742300,1.386,2.758,
742400,1.386,2.758,
742500,1.392,2.758,
742600,1.399,2.758,
742700,1.405,2.758,
742800,1.406,2.758,
742900,1.410,2.758,
743000,1.422,2.758,
743100,1.386,2.758,
743200,1.423,2.758,
743300,1.423,2.758,
743400,1.427,2.758,
743500,1.426,2.758,
743600,1.427,2.758,
743700,1.415,2.758,
743800,1.423,2.758,
743900,1.443,2.758,
744000,1.466,2.758,
744100,1.451,2.758,
744200,1.415,2.758,
744300,1.423,2.758,
744400,1.427,2.758,
744500,1.470,2.758,
744600,1.423,2.758,
744700,1.423,2.758,
744800,1.423,2.758,
744900,1.433,2.758,
745000,1.423,2.758,
745100,1.446,2.758,
745200,1.462,2.758,
745300,1.462,2.758,
745400,1.468,2.758,
745500,1.487,2.758,
745600,1.525,2.758,
745700,1.468,2.758,
745800,1.468,2.758,
745900,1.492,2.758,
746000,1.489,2.758,
746100,1.570,2.758,
746200,1.495,2.758,
746300,1.495,2.758,
746400,1.495,2.758,
746500,1.502,2.758,
746600,1.515,2.758,
746700,1.495,2.758,
746800,1.502,2.758,
746900,1.535,2.758,
747000,1.532,2.758,
747100,1.551,2.758,
747200,1.518,2.758,
747300,1.518,2.758,
747400,1.518,2.758,
747500,1.532,2.758,
747600,1.565,2.758,
747700,1.522,2.758,
747800,1.525,2.758,
747900,1.545,2.758,
748000,1.545,2.758,
748100,1.594,2.758,
748200,1.549,2.758,
748300,1.549,2.758,
748400,1.549,2.758,
748500,1.554,2.758,
748600,1.585,2.758,
748700,1.549,2.758,
748800,1.549,2.758,
748900,1.586,2.758,
749000,1.586,2.758,
749100,1.569,2.758,
749200,1.580,2.758,
749300,1.580,2.758,
749400,1.587,2.758,
749500,1.603,2.758,
749600,1.643,2.758,
749700,1.643,2.758,
749800,1.587,2.758,
749900,1.613,2.758,
750000,1.613,2.758,
750100,1.787,2.758,
750200,1.595,2.758,
750300,1.598,2.758,
750400,1.602,2.758,
750500,1.651,2.758,
750600,1.597,2.758,
750700,1.597,2.758,
750800,1.611,2.758,
750900,1.634,2.758,
751000,1.635,2.758,
751100,1.634,2.758,
751200,1.595,2.758,
751300,1.601,2.758,
751400,1.595,2.758,
751500,1.672,2.758,
751600,1.684,2.758,
751700,1.684,2.758,
751800,1.734,2.758,
751900,1.758,2.758,
752000,1.677,2.758,
752100,1.690,2.758,
752200,1.711,2.758,
752300,1.665,2.758,
752400,1.680,2.758,
752500,1.608,2.758,
752600,1.618,2.758,
752700,1.608,2.758,
752800,1.608,2.758,
752900,1.608,2.758,
753000,1.649,2.758,
753100,1.708,2.758,
753200,1.625,2.758,
753300,1.625,2.758,
753400,1.681,2.758,
753500,1.681,2.758,
753600,1.681,2.758,
753700,1.718,2.758,
753800,1.625,2.758,
753900,1.617,2.758,
754000,1.631,2.758,
754100,1.631,2.758,
754200,1.682,2.758,
754300,1.809,2.758,
754400,1.595,2.758,
754500,1.611,2.758,
754600,1.583,2.758,
754700,1.595,2.758,
754800,1.605,2.758,
754900,1.615,2.758,
755000,1.667,2.758,
755100,1.595,2.758,
755200,1.595,2.758,
755300,1.684,2.758,
755400,1.792,2.758,
755500,1.595,2.758,
755600,1.605,2.758,
755700,1.605,2.758,
755800,1.601,2.758,
755900,1.624,2.758,
756000,1.635,2.758,
756100,1.602,2.758,
756200,1.668,2.758,
756300,1.697,2.758,
756400,1.697,2.758,
756500,1.740,2.758,
756600,1.756,2.758,
756700,1.658,2.758,
756800,1.682,2.758,
756900,1.595,2.758,
757000,1.598,2.758,
757100,1.598,2.758,
757200,1.633,2.758,
757300,1.646,2.758,
757400,1.598,2.758,
757500,1.602,2.758,
757600,1.598,2.758,
757700,1.598,2.758,
757800,1.628,2.758,
757900,1.625,2.758,
758000,1.598,2.758,
758100,1.636,2.758,
758200,1.648,2.758,
758300,1.648,2.758,
758400,1.736,2.758,
758500,1.905,2.758,
758600,1.598,2.758,
758700,1.691,2.758,
758800,1.709,2.758,
758900,1.598,2.758,
759000,1.603,2.758,
759100,1.603,2.758,
759200,1.598,2.758,
759300,1.598,2.758,
759400,1.626,2.758,
759500,1.615,2.758,
759600,1.595,2.758,
759700,1.629,2.758,
759800,1.700,2.758,
759900,1.595,2.758,
760000,1.631,2.758,
760100,1.634,2.758,
760200,1.595,2.758,
760300,1.651,2.758,
760400,1.690,2.758,
760500,1.595,2.758,
760600,1.605,2.758,
760700,1.705,2.758,
760800,1.605,2.758,
760900,1.608,2.758,
761000,1.649,2.758,
761100,1.705,2.758,
761200,1.598,2.758,
761300,1.618,2.758,
761400,1.583,2.758,
761500,1.595,2.758,
761600,1.608,2.758,
761700,1.618,2.758,
761800,1.587,2.758,
761900,1.598,2.758,
762000,1.595,2.758,
762100,1.645,2.758,
762200,1.587,2.758,
762300,1.598,2.758,
762400,1.605,2.758,
762500,1.651,2.758,
762600,1.647,2.758,
762700,1.602,2.758,
762800,1.597,2.758,
762900,1.641,2.758,
763000,1.584,2.758,
763100,1.595,2.758,
763200,1.618,2.758,
763300,1.618,2.758,
763400,1.598,2.758,
763500,1.598,2.758,
763600,1.601,2.758,
763700,1.625,2.758,
763800,1.625,2.758,
763900,1.595,2.758,
764000,1.853,2.758,
764100,1.635,2.758,
764200,1.635,2.758,
764300,1.635,2.758,
764400,1.681,2.758,
764500,1.635,2.758,
764600,1.635,2.758,
764700,1.652,2.758,
764800,1.658,2.758,
764900,1.661,2.758,
765000,1.670,2.758,
765100,1.670,2.758,
765200,1.670,2.758,
765300,1.677,2.758,
765400,1.730,2.758,
765500,1.803,2.758,
765600,1.677,2.758,
765700,1.680,2.758,
765800,1.700,2.758,
765900,1.713,2.758,
766000,1.788,2.758,
766100,1.698,2.758,
766200,1.698,2.758,
766300,1.705,2.758,
766400,1.705,2.758,
766500,1.705,2.758,
766600,1.705,2.758,
766700,1.715,2.758,
766800,1.745,2.758,
766900,1.702,2.758,
767000,1.886,2.758,
767100,1.748,2.758,
767200,1.754,2.758,
767300,1.754,2.758,
767400,1.751,2.758,
767500,1.754,2.758,
767600,1.758,2.758,
767700,1.781,2.758,
767800,1.774,2.758,
767900,1.748,2.758,
768000,1.932,2.758,
768100,1.807,2.758,
768200,1.807,2.758,
768300,1.813,2.758,
768400,1.850,2.758,
768500,1.813,2.758,
768600,1.807,2.758,
768700,1.833,2.758,
768800,1.843,2.758,
768900,1.840,2.758,
769000,1.827,2.758,
769100,1.827,2.758,
769200,1.830,2.758,
769300,1.827,2.758,
769400,1.866,2.758,
769500,1.873,2.758,
769600,1.910,2.758,
769700,1.843,2.758,
769800,1.856,2.758,
769900,1.860,2.758,
770000,1.849,2.758,
770100,1.848,2.758,
770200,1.848,2.758,
770300,1.855,2.758,
770400,1.889,2.758,
770500,1.921,2.758,
770600,1.921,2.758,
770700,1.915,2.758,
770800,1.862,2.758,
770900,1.862,2.758,
771000,1.986,2.758,
771100,1.864,2.758,
771200,1.864,2.758,
771300,1.864,2.758,
771400,1.897,2.758,
771500,1.864,2.758,
771600,1.864,2.758,
771700,1.881,2.758,
771800,1.901,2.758,
771900,1.871,2.758,
772000,1.990,2.758,
772100,1.916,2.758,
772200,1.917,2.758,
772300,1.923,2.758,
772400,1.936,2.758,
772500,1.936,2.758,
772600,1.936,2.758,
772700,1.945,2.758,
772800,1.917,2.758,
772900,1.920,2.758,
773000,1.949,2.758,
773100,1.948,2.758,
773200,1.952,2.758,
773300,1.958,2.758,
773400,1.982,2.758,
773500,2.011,2.758,
773600,2.006,2.758,
773700,2.102,2.758,
773800,2.102,2.758,
773900,2.102,2.758,
774000,2.102,2.758,
774100,1.948,2.758,
774200,1.971,2.758,
774300,1.937,2.758,
774400,1.948,2.758,
774500,1.958,2.758,
774600,1.948,2.758,
774700,1.952,2.758,
774800,1.948,2.758,
774900,1.948,2.758,
775000,1.948,2.758,
775100,1.952,2.758,
775200,1.949,2.758,
775300,1.948,2.758,
775400,1.995,2.758,
775500,2.005,2.758,
775600,2.005,2.758,
775700,2.005,2.758,
775800,2.025,2.758,
775900,2.025,2.758,
776000,2.025,2.758,
776100,1.969,2.758,
776200,1.969,2.758,
776300,1.969,2.758,
776400,1.977,2.758,
776500,2.002,2.758,
776600,2.005,2.758,
776700,1.989,2.758,
776800,1.979,2.758,
776900,1.992,2.758,
777000,1.992,2.758,
777100,1.997,2.758,
777200,1.997,2.758,
777300,2.004,2.758,
777400,2.013,2.758,
777500,2.040,2.758,
777600,2.040,2.758,
777700,2.005,2.758,
777800,2.128,2.758,
777900,2.128,2.758,
778000,2.202,2.758,
778100,2.241,2.758,
778200,2.128,2.758,
778300,2.128,2.758,
778400,2.156,2.758,
778500,2.017,2.758,
778600,1.997,2.758,
778700,2.097,2.758,
778800,2.108,2.758,
778900,1.997,2.758,
779000,2.010,2.758,
779100,2.017,2.758,
779200,2.000,2.758,
779300,2.000,2.758,
779400,2.050,2.758,
779500,2.086,2.758,
779600,1.986,2.758,
779700,2.082,2.758,
779800,2.089,2.758,
779900,2.081,2.758,
780000,2.070,2.758,
780100,1.997,2.758,
780200,2.010,2.758,
780300,1.986,2.758,
780400,1.997,2.758,
780500,1.997,2.758,
780600,2.016,2.758,
780700,2.017,2.758,
780800,2.020,2.758,
780900,2.017,2.758,
781000,2.040,2.758,
781100,2.025,2.758,
781200,2.028,2.758,
781300,2.007,2.758,
781400,2.004,2.758,
781500,2.013,2.758,
781600,2.013,2.758,
781700,2.020,2.758,
781800,2.020,2.758,
781900,2.027,2.758,
782000,1.997,2.758,
782100,1.986,2.758,
782200,1.997,2.758,
782300,2.000,2.758,
782400,2.030,2.758,
782500,2.000,2.758,
782600,1.989,2.758,
782700,2.018,2.758,
782800,2.031,2.758,
782900,2.049,2.758,
783000,2.066,2.758,
783100,2.002,2.758,
783200,2.015,2.758,
783300,2.002,2.758,
783400,1.990,2.758,
783500,1.998,2.758,
783600,2.015,2.758,
783700,2.026,2.758,
783800,2.045,2.758,
783900,1.990,2.758,
784000,2.064,2.758,
784100,2.071,2.758,
784200,2.077,2.758,
784300,2.114,2.758,
784400,1.987,2.758,
784500,2.055,2.758,
784600,2.068,2.758,
784700,2.125,2.758,
784800,2.068,2.758,
784900,2.069,2.758,
785000,2.088,2.758,
785100,2.088,2.758,
785200,2.091,2.758,
785300,2.082,2.758,
785400,2.002,2.758,
785500,2.002,2.758,
785600,1.998,2.758,
785700,2.005,2.758,
785800,2.045,2.758,
785900,2.058,2.758,
786000,2.008,2.758,
786100,2.082,2.758,
786200,2.120,2.758,
786300,2.120,2.758,
786400,2.184,2.758,
786500,2.233,2.758,
786600,2.110,2.758,
786700,2.170,2.758,
786800,2.192,2.758,
786900,2.002,2.758,
787000,2.002,2.758,
787100,2.042,2.758,
787200,1.998,2.758,
787300,1.998,2.758,
787400,2.005,2.758,
787500,1.998,2.758,
787600,2.041,2.758,
787700,2.048,2.758,
787800,2.038,2.758,
787900,2.045,2.758,
788000,2.055,2.758,
788100,2.058,2.758,
788200,2.062,2.758,
788300,2.065,2.758,
788400,2.005,2.758,
788500,2.005,2.758,
788600,2.012,2.758,
788700,2.028,2.758,
788800,2.058,2.758,
788900,1.994,2.758,
789000,2.005,2.758,
789100,2.038,2.758,
789200,2.038,2.758,
789300,2.038,2.758,
789400,2.038,2.758,
789500,2.005,2.758,
789600,2.007,2.758,
789700,2.005,2.758,
789800,2.038,2.758,
789900,2.041,2.758,
790000,2.041,2.758,
790100,2.038,2.758,
790200,2.045,2.758,
790300,2.038,2.758,
790400,2.030,2.758,
790500,2.038,2.758,
790600,2.062,2.758,
790700,2.062,2.758,
790800,2.076,2.758,
790900,2.005,2.758,
791000,2.025,2.758,
791100,2.005,2.758,
791200,1.994,2.758,
791300,2.010,2.758,
791400,2.041,2.758,
791500,2.081,2.758,
791600,2.008,2.758,
791700,2.028,2.758,
791800,2.048,2.758,
791900,2.048,2.758,
792000,2.051,2.758,
792100,2.082,2.758,
792200,2.082,2.758,
792300,2.011,2.758,
792400,2.008,2.758,
792500,2.005,2.758,
792600,2.012,2.758,
792700,2.085,2.758,
792800,2.097,2.758,
792900,2.038,2.758,
793000,2.128,2.758,
793100,2.048,2.758,
793200,2.065,2.758,
793300,2.081,2.758,
793400,2.071,2.758,
793500,2.071,2.758,
793600,2.098,2.758,
793700,2.065,2.758,
793800,2.065,2.758,
793900,2.017,2.758,
794000,2.022,2.758,
794100,2.028,2.758,
794200,2.091,2.758,
794300,2.091,2.758,
794400,2.091,2.758,
794500,2.108,2.758,
794600,2.131,2.758,
794700,2.138,2.758,
794800,2.138,2.758,
794900,2.298,2.758,
795000,2.025,2.758,
795100,2.025,2.758,
795200,2.012,2.758,
795300,2.164,2.758,
795400,2.175,2.758,
795500,2.179,2.758,
795600,2.012,2.758,
795700,2.012,2.758,
795800,2.012,2.758,
795900,2.051,2.758,
796000,2.021,2.758,
796100,2.009,2.758,
796200,2.012,2.758,
796300,2.012,2.758,
796400,2.012,2.758,
796500,2.012,2.758,
796600,2.015,2.758,
796700,2.058,2.758,
796800,2.015,2.758,
796900,2.061,2.758,
797000,2.084,2.758,
797100,2.081,2.758,
797200,2.201,2.758,
797300,2.012,2.758,
797400,2.018,2.758,
797500,2.058,2.758,
797600,2.023,2.758,
797700,2.038,2.758,
797800,2.051,2.758,
797900,2.105,2.758,
798000,2.125,2.758,
798100,2.035,2.758,
798200,2.005,2.758,
798300,2.041,2.758,
798400,2.042,2.758,
798500,1.994,2.758,
798600,2.030,2.758,
798700,2.041,2.758,
798800,2.041,2.758,
798900,2.045,2.758,
799000,2.045,2.758,
799100,2.008,2.758,
799200,2.036,2.758,
799300,2.045,2.758,
799400,2.045,2.758,
799500,2.186,2.758,
799600,2.025,2.758,
799700,2.025,2.758,
799800,2.032,2.758,
799900,2.056,2.758,
800000,2.098,2.758,
800100,2.098,2.758,
800200,2.032,2.758,
800300,2.072,2.758,
800400,2.075,2.758,
800500,2.280,2.758,
800600,2.039,2.758,
800700,2.039,2.758,
800800,2.046,2.758,
800900,2.073,2.758,
801000,2.045,2.758,
801100,2.042,2.758,
801200,2.042,2.758,
801300,2.078,2.758,
801400,2.065,2.758,
801500,2.236,2.758,
801600,2.088,2.758,
801700,2.088,2.758,
801800,2.095,2.758,
801900,2.108,2.758,
802000,2.101,2.758,
802100,2.095,2.758,
802200,2.095,2.758,
802300,2.134,2.758,
802400,2.128,2.758,
802500,2.188,2.758,
802600,2.122,2.758,
802700,2.122,2.758,
802800,2.128,2.758,
802900,2.155,2.758,
803000,2.191,2.758,
803100,2.128,2.758,
803200,2.128,2.758,
803300,2.141,2.758,
803400,2.141,2.758,
803500,2.217,2.758,
803600,2.162,2.758,
803700,2.162,2.758,
803800,2.169,2.758,
803900,2.182,2.758,
804000,2.168,2.758,
804100,2.169,2.758,
804200,2.162,2.758,
804300,2.192,2.758,
804400,2.192,2.758,
804500,2.240,2.758,
804600,2.193,2.758,
804700,2.193,2.758,
804800,2.193,2.758,
804900,2.193,2.758,
805000,2.203,2.758,
805100,2.203,2.758,
805200,2.193,2.758,
805300,2.209,2.758,
805400,2.209,2.758,
805500,2.268,2.758,
805600,2.222,2.758,
805700,2.222,2.758,
805800,2.222,2.758,
805900,2.222,2.758,
806000,2.235,2.758,
806100,2.235,2.758,
806200,2.222,2.758,
806300,2.248,2.758,
806400,2.248,2.758,
806500,2.287,2.758,
806600,2.247,2.758,
806700,2.247,2.758,
806800,2.251,2.758,
806900,2.251,2.758,
807000,2.257,2.758,
807100,2.257,2.758,
807200,2.257,2.758,
807300,2.280,2.758,
807400,2.257,2.758,
807500,2.500,2.758,
807600,2.283,2.758,
807700,2.284,2.758,
807800,2.287,2.758,
807900,2.296,2.758,
808000,2.385,2.758,
808100,2.283,2.758,
808200,2.283,2.758,
808300,2.320,2.758,
808400,2.307,2.758,
808500,2.567,2.758,
808600,1.037,2.758,
808700,1.037,2.758,
808800,1.040,2.758,
808900,1.043,2.758,
809000,1.050,2.758,
809100,1.040,2.758,
809200,1.037,2.758,
809300,1.070,2.758,
809400,1.070,2.758,
809500,1.099,2.758,
809600,1.062,2.758,
809700,1.063,2.758,
809800,1.063,2.758,
809900,1.074,2.758,
810000,1.112,2.758,
810100,1.063,2.758,
810200,1.063,2.758,
810300,1.085,2.758,
810400,1.088,2.758,
810500,1.117,2.758,
810600,1.081,2.758,
810700,1.081,2.758,
810800,1.088,2.758,
810900,1.117,2.758,
811000,1.134,2.758,
811100,1.088,2.758,
811200,1.084,2.758,
811300,1.107,2.758,
811400,1.117,2.758,
811500,1.150,2.758,
811600,1.109,2.758,
811700,1.110,2.758,
811800,1.113,2.758,
811900,1.113,2.758,
812000,1.116,2.758,
812100,1.116,2.758,
812200,1.119,2.758,
812300,1.149,2.758,
812400,1.126,2.758,
812500,1.360,2.758,
812600,1.137,2.758,
812700,1.137,2.758,
812800,1.141,2.758,
812900,1.165,2.758,
813000,1.147,2.758,
813100,1.144,2.758,
813200,1.151,2.758,
813300,1.180,2.758,
813400,1.170,2.758,
813500,1.192,2.758,
813600,1.170,2.758,
813700,1.170,2.758,
813800,1.176,2.758,
813900,1.194,2.758,
814000,1.233,2.758,
814100,1.176,2.758,
814200,1.180,2.758,
814300,1.210,2.758,
814400,1.203,2.758,
814500,1.482,2.758,
814600,1.190,2.758,
814700,1.190,2.758,
814800,1.197,2.758,
814900,1.202,2.758,
815000,1.233,2.758,
815100,1.190,2.758,
815200,1.190,2.758,
815300,1.223,2.758,
815400,1.223,2.758,
815500,1.243,2.758,
815600,1.213,2.758,
815700,1.213,2.758,
815800,1.217,2.758,
815900,1.230,2.758,
816000,1.274,2.758,
816100,1.217,2.758,
816200,1.217,2.758,
816300,1.236,2.758,
816400,1.236,2.758,
816500,1.295,2.758,
816600,1.245,2.758,
816700,1.245,2.758,
816800,1.252,2.758,
816900,1.270,2.758,
817000,1.305,2.758,
817100,1.305,2.758,
817200,1.308,2.758,
817300,1.328,2.758,
817400,1.252,2.758,
817500,1.532,2.758,
817600,1.286,2.758,
817700,1.286,2.758,
817800,1.286,2.758,
817900,1.306,2.758,
818000,1.325,2.758,
818100,1.286,2.758,
818200,1.289,2.758,
818300,1.319,2.758,
818400,1.322,2.758,
818500,1.356,2.758,
818600,1.317,2.758,
818700,1.317,2.758,
818800,1.323,2.758,
818900,1.343,2.758,
819000,1.367,2.758,
819100,1.356,2.758,
819200,1.343,2.758,
819300,1.360,2.758,
819400,1.333,2.758,
819500,1.485,2.758,
819600,1.359,2.758,
819700,1.358,2.758,
819800,1.365,2.758,
819900,1.378,2.758,
820000,1.408,2.758,
820100,1.359,2.758,
820200,1.354,2.758,
820300,1.398,2.758,
820400,1.398,2.758,
820500,1.401,2.758,
820600,1.376,2.758,
820700,1.376,2.758,
820800,1.382,2.758,
820900,1.409,2.758,
821000,1.435,2.758,
821100,1.382,2.758,
821200,1.386,2.758,
821300,1.419,2.758,
821400,1.415,2.758,
821500,1.650,2.758,
821600,1.390,2.758,
821700,1.390,2.758,
821800,1.394,2.758,
821900,1.418,2.758,
822000,1.394,2.758,
822100,1.394,2.758,
822200,1.397,2.758,
822300,1.423,2.758,
822400,1.433,2.758,
822500,1.469,2.758,
822600,1.422,2.758,
822700,1.421,2.758,
822800,1.428,2.758,
822900,1.435,2.758,
823000,1.454,2.758,
823100,1.451,2.758,
823200,1.421,2.758,
823300,1.451,2.758,
823400,1.451,2.758,
823500,1.454,2.758,
823600,1.435,2.758,
823700,1.435,2.758,
823800,1.441,2.758,
823900,1.481,2.758,
824000,1.435,2.758,
824100,1.435,2.758,
824200,1.455,2.758,
824300,1.468,2.758,
824400,1.458,2.758,
824500,1.700,2.758,
824600,1.479,2.758,
824700,1.479,2.758,
824800,1.485,2.758,
824900,1.505,2.758,
825000,1.485,2.758,
825100,1.485,2.758,
825200,1.486,2.758,
825300,1.485,2.758,
825400,1.498,2.758,
825500,1.662,2.758,
825600,1.526,2.758,
825700,1.526,2.758,
825800,1.533,2.758,
825900,1.546,2.758,
826000,1.576,2.758,
826100,1.566,2.758,
826200,1.533,2.758,
826300,1.552,2.758,
826400,1.552,2.758,
826500,1.626,2.758,
826600,1.626,2.758,
826700,1.629,2.758,
826800,1.541,2.758,
826900,1.574,2.758,
827000,1.581,2.758,
827100,1.581,2.758,
827200,1.541,2.758,
827300,1.554,2.758,
827400,1.551,2.758,
827500,1.571,2.758,
827600,1.548,2.758,
827700,1.551,2.758,
827800,1.548,2.758,
827900,1.591,2.758,
828000,1.591,2.758,
828100,1.539,2.758,
828200,1.659,2.758,
828300,1.666,2.758,
828400,1.676,2.758,
828500,1.666,2.758,
828600,1.548,2.758,
828700,1.548,2.758,
828800,1.561,2.758,
828900,1.561,2.758,
829000,1.561,2.758,
829100,1.548,2.758,
829200,1.567,2.758,
829300,1.551,2.758,
829400,1.551,2.758,
829500,1.554,2.758,
829600,1.565,2.758,
829700,1.565,2.758,
829800,1.569,2.758,
829900,1.572,2.758,
830000,1.615,2.758,
830100,1.572,2.758,
830200,1.565,2.758,
830300,1.585,2.758,
830400,1.598,2.758,
830500,1.598,2.758,
830600,1.599,2.758,
830700,1.599,2.758,
830800,1.605,2.758,
830900,1.605,2.758,
831000,1.655,2.758,
831100,1.605,2.758,
831200,1.599,2.758,
831300,1.605,2.758,
831400,1.615,2.758,
831500,1.632,2.758,
831600,1.633,2.758,
831700,1.633,2.758,
831800,1.636,2.758,
831900,1.639,2.758,
832000,1.702,2.758,
832100,1.709,2.758,
832200,1.709,2.758,
832300,1.699,2.758,
832400,1.643,2.758,
832500,1.643,2.758,
832600,1.675,2.758,
832700,1.675,2.758,
832800,1.675,2.758,
832900,1.675,2.758,
833000,1.718,2.758,
833100,1.729,2.758,
833200,1.675,2.758,
833300,1.688,2.758,
833400,1.715,2.758,
833500,1.718,2.758,
833600,1.696,2.758,
833700,1.696,2.758,
833800,1.702,2.758,
833900,1.702,2.758,
834000,1.735,2.758,
834100,1.739,2.758,
834200,1.725,2.758,
834300,1.725,2.758,
834400,1.712,2.758,
834500,1.712,2.758,
834600,1.729,2.758,
834700,1.729,2.758,
834800,1.733,2.758,
834900,1.733,2.758,
835000,1.772,2.758,
835100,1.733,2.758,
835200,1.736,2.758,
835300,1.749,2.758,
835400,1.739,2.758,
835500,1.746,2.758,
835600,1.782,2.758,
835700,1.782,2.758,
835800,1.788,2.758,
835900,1.788,2.758,
836000,1.838,2.758,
836100,1.845,2.758,
836200,1.845,2.758,
836300,1.848,2.758,
836400,1.812,2.758,
836500,1.795,2.758,
836600,1.830,2.758,
836700,1.830,2.758,
836800,1.830,2.758,
836900,1.836,2.758,
837000,1.869,2.758,
837100,1.836,2.758,
837200,1.836,2.758,
837300,1.840,2.758,
837400,1.869,2.758,
837500,1.863,2.758,
837600,1.865,2.758,
837700,1.865,2.758,
837800,1.868,2.758,
837900,1.871,2.758,
838000,1.931,2.758,
838100,1.931,2.758,
838200,1.931,2.758,
838300,1.871,2.758,
838400,1.878,2.758,
838500,1.878,2.758,
838600,1.882,2.758,
838700,1.882,2.758,
838800,1.882,2.758,
838900,1.882,2.758,
839000,1.905,2.758,
839100,1.885,2.758,
839200,1.880,2.758,
839300,1.895,2.758,
839400,1.885,2.758,
839500,1.895,2.758,
839600,1.918,2.758,
839700,1.918,2.758,
839800,1.918,2.758,
839900,1.921,2.758,
840000,1.921,2.758,
840100,1.921,2.758,
840200,1.921,2.758,
840300,1.931,2.758,
840400,1.971,2.758,
840500,1.918,2.758,
840600,1.966,2.758,
840700,1.966,2.758,
840800,1.966,2.758,
840900,1.973,2.758,
841000,2.019,2.758,
841100,1.979,2.758,
841200,1.973,2.758,
841300,1.976,2.758,
841400,1.993,2.758,
841500,1.993,2.758,
841600,2.004,2.758,
841700,2.004,2.758,
841800,2.004,2.758,
841900,2.010,2.758,
842000,2.054,2.758,
842100,2.060,2.758,
842200,2.044,2.758,
842300,2.015,2.758,
842400,2.044,2.758,
842500,2.044,2.758,
842600,2.023,2.758,
842700,2.023,2.758,
842800,2.023,2.758,
842900,2.023,2.758,
843000,2.039,2.758,
843100,2.046,2.758,
843200,2.023,2.758,
843300,2.028,2.758,
843400,2.056,2.758,
843500,2.056,2.758,
843600,2.050,2.758,
843700,2.050,2.758,
843800,2.050,2.758,
843900,2.053,2.758,
844000,2.086,2.758,
844100,2.102,2.758,
844200,2.053,2.758,
844300,2.066,2.758,
